CreditScore,Geography,Gender,Age,Balance,NumOfProducts,HasCrCard,EstimatedSalary,Exited
779,Germany,Male,37,120092.52,2,1,135925.72,Stay
698,France,Male,48,101238.24,2,0,177815.87,Churn
707,France,Male,58,89685.92,1,0,126471.13,Stay
850,France,Female,35,211774.31,1,1,188574.12,Churn
850,France,Male,56,131317.48,1,1,119175.45,Stay
527,Spain,Male,37,93722.73,2,1,139093.73,Stay
696,Germany,Male,32,101160.99,1,1,115916.55,Stay
661,France,Male,48,120320.54,1,0,96463.25,Stay
776,France,Female,31,0,2,1,112349.51,Stay
701,France,Male,43,0,2,1,165303.79,Stay
610,France,Male,26,0,2,1,166031.08,Stay
572,Germany,Female,48,152827.99,1,1,38411.79,Churn
673,France,Male,30,64097.75,1,1,77783.35,Stay
519,Spain,Female,57,119035.35,2,1,29871.79,Stay
702,Spain,Female,26,135219.57,1,0,59747.63,Stay
729,France,Male,32,93694.42,1,1,79919.13,Stay
543,Spain,Male,35,59408.63,1,1,76773.53,Stay
550,France,Female,40,114354.95,1,1,54018.93,Stay
608,France,Male,59,0,1,1,70649.64,Churn
639,Germany,Male,35,128173.9,2,1,59093.39,Stay
686,Spain,Male,34,0,2,1,127569.8,Stay
564,Germany,Female,62,114931.35,3,0,18260.98,Churn
745,Germany,Female,28,111071.36,1,1,73275.96,Churn
833,France,Male,37,151226.18,2,1,136129.49,Stay
622,France,Male,26,0,2,1,153237.59,Stay
597,France,Female,42,64740.12,1,1,106841.12,Stay
721,Spain,Male,51,169312.13,1,1,109078.35,Churn
504,France,Female,49,0,3,0,87822.14,Churn
842,Spain,Female,44,112652.08,2,1,126644.98,Stay
587,France,Male,38,0,2,1,47414.15,Stay
479,Germany,Female,30,143964.36,2,1,41879.99,Stay
508,France,Male,49,122451.46,2,1,75808.1,Stay
749,France,Male,24,0,3,1,47911.03,Stay
721,Germany,Female,36,65253.07,2,1,28737.78,Stay
674,Germany,Male,47,106901.94,1,1,2079.2,Churn
685,Spain,Female,25,128509.63,1,1,121562.33,Stay
417,France,Male,34,0,2,1,55003.79,Stay
574,Germany,Male,33,129834.67,1,1,193131.42,Stay
590,Spain,Female,51,154962.99,3,0,191932.27,Churn
587,Germany,Male,40,138241.9,2,1,159418.1,Stay
598,Germany,Male,41,91536.93,1,1,191468.78,Churn
741,Spain,Male,53,0,2,1,38913.68,Stay
850,Spain,Female,70,0,1,1,705.18,Stay
584,Germany,Female,29,105204.01,1,0,138490.03,Stay
650,Spain,Male,61,152968.73,1,0,82970.69,Stay
607,Spain,Male,36,158261.68,1,1,76744.72,Stay
509,France,Female,46,0,1,1,71244.59,Churn
689,Spain,Female,38,121021.05,1,1,12182.15,Stay
543,France,Male,36,0,2,1,141210.5,Stay
438,Spain,Female,54,0,1,0,191763.07,Churn
687,Spain,Female,63,137715.66,1,1,37938.74,Stay
737,Germany,Male,31,121192.22,2,1,74890.58,Stay
761,France,Male,31,0,3,1,166698.18,Stay
601,France,Male,44,100486.18,2,1,62678.53,Stay
651,France,Male,45,0,1,1,67740.08,Churn
745,France,Male,35,92566.53,2,1,161519.77,Stay
648,Spain,Female,49,0,2,1,159835.78,Churn
848,Spain,Male,40,110929.96,1,1,30876.84,Stay
546,France,Female,27,0,2,1,14858.1,Stay
439,Spain,Female,32,138901.61,1,1,75685.97,Stay
755,France,Male,30,123217.66,2,0,144183.1,Stay
593,France,Female,41,0,1,1,65170.66,Stay
701,France,Male,39,0,2,1,82526.92,Stay
701,Spain,Male,36,0,2,1,169161.46,Stay
607,Spain,Female,33,108431.87,2,0,109291.39,Churn
586,Spain,Female,57,0,2,0,6057.81,Stay
547,Germany,Female,30,72392.41,1,1,77077.14,Stay
647,Germany,Female,51,119741.77,2,0,54954.51,Churn
760,France,Female,51,100946.71,1,0,179614.8,Churn
621,Spain,Male,53,170491.84,1,1,35588.07,Churn
725,France,Male,44,0,1,1,117356.14,Stay
526,France,Male,36,0,1,1,160696.72,Stay
519,Spain,Female,47,157296.02,2,0,147278.43,Churn
713,Germany,Female,38,144606.22,1,1,56594.36,Churn
700,France,Male,38,134811.3,1,1,1299.75,Stay
666,France,Female,34,115897.12,1,1,25095.03,Stay
630,Spain,Male,32,82034,1,0,146326.45,Stay
779,Spain,Female,26,174318.13,2,0,38296.21,Stay
611,Germany,Female,41,114206.84,1,1,164061.6,Stay
685,Spain,Male,43,0,2,1,107811.28,Stay
646,Germany,Male,39,111574.41,1,1,30838.51,Stay
683,Germany,Female,57,162448.69,1,0,9221.78,Churn
484,Germany,Female,34,148249.54,1,0,33738.27,Stay
601,France,Female,43,0,3,0,110916.15,Churn
762,Spain,Female,26,123709.46,2,1,169654.57,Stay
687,France,Female,72,0,1,0,69829.4,Stay
566,France,Male,30,0,1,1,54926.51,Churn
702,France,Male,37,150525.8,1,1,94728.49,Stay
601,France,Male,29,0,1,1,80393.27,Stay
699,France,Male,53,0,2,0,111307.98,Stay
584,France,Male,28,0,2,1,19834.32,Stay
699,France,Male,35,0,2,1,78397.24,Stay
698,Germany,Female,51,111018.98,1,1,86410.28,Stay
495,France,Male,30,129755.99,1,0,172749.65,Stay
650,France,Female,27,0,2,1,1002.39,Stay
605,France,Female,64,129555.7,1,1,13601.79,Stay
667,Spain,Male,38,87202.38,1,1,77866.91,Stay
688,Germany,Male,26,146133.39,1,1,175296.76,Stay
727,Spain,Female,31,0,1,1,121751.04,Churn
754,Spain,Male,39,170184.99,2,1,89593.26,Stay
612,Germany,Female,62,140745.33,1,1,193437.89,Churn
546,Spain,Male,42,139070.51,1,1,86945,Stay
673,Spain,Female,37,0,2,1,183318.79,Stay
593,France,Male,35,114193.24,1,1,71154.1,Stay
656,Spain,Female,40,167878.5,1,0,151887.16,Stay
535,Germany,Female,53,141616.55,2,1,75888.65,Stay
678,Germany,Male,36,145747.67,2,0,89566.74,Stay
477,Spain,Female,48,129120.64,1,0,26475.79,Stay
850,Spain,Male,35,110349.82,1,0,126355.8,Stay
427,France,Male,29,141325.56,1,1,93839.3,Stay
752,France,Male,49,78653.84,1,1,7698.6,Stay
649,France,Male,47,0,2,1,145593.85,Stay
799,Spain,Female,28,142253.65,1,1,45042.56,Stay
589,France,Female,61,0,1,1,61108.56,Churn
583,Germany,Female,54,115988.86,1,1,57553.98,Churn
839,Spain,Female,33,75592.43,1,1,62674.42,Stay
540,Germany,Male,44,164113.04,2,1,12120.79,Stay
850,France,Male,31,67996.23,2,0,50129.87,Churn
696,Spain,Female,51,0,2,1,55022.43,Stay
660,Spain,Female,33,0,2,0,117834.91,Stay
682,France,Male,48,138778.15,1,0,168840.23,Stay
744,France,Female,43,147832.15,1,0,24234.11,Stay
785,France,Female,36,135438.4,1,0,190627.01,Stay
752,Spain,Male,48,116060.08,1,1,156618.38,Churn
706,France,Female,29,112564.62,1,1,42334.38,Stay
583,France,Female,27,125406.58,1,1,110784.42,Stay
660,Germany,Female,39,135134.99,1,1,173683,Churn
819,France,Female,39,133102.92,1,1,27046.46,Churn
673,France,Female,34,42157.08,1,1,20598.59,Churn
752,France,Female,30,0,2,1,104991.28,Stay
578,France,Male,38,82259.29,1,1,8996.97,Stay
438,France,Female,36,0,2,1,64420.5,Stay
652,France,Male,38,0,2,1,145700.22,Stay
629,France,Female,49,0,2,1,196335.48,Stay
720,France,Male,52,0,1,1,14781.12,Stay
668,France,Male,42,150461.07,1,1,108139.23,Stay
459,Germany,Male,48,133994.52,1,1,19287.06,Churn
729,Spain,Male,31,164870.81,2,1,9567.39,Stay
498,Germany,Male,25,121702.73,1,1,132210.49,Stay
549,Spain,Male,25,193858.2,1,0,21600.11,Stay
601,Germany,Female,54,131039.97,2,1,199661.5,Stay
544,France,Male,64,113829.45,1,1,124341.49,Stay
751,France,Female,30,0,2,1,15766.1,Stay
632,Germany,Female,41,81877.38,1,1,33642.21,Stay
694,Spain,Male,57,116326.07,1,1,117704.65,Stay
678,France,Male,31,0,2,1,58803.28,Stay
695,France,Male,46,0,2,1,137537.22,Stay
661,France,Female,41,0,2,0,131300.68,Stay
661,France,Male,33,0,2,1,84174.81,Stay
559,France,Female,31,127070.73,1,0,160941.78,Stay
503,France,Male,29,0,2,1,143954.99,Stay
695,Spain,Male,46,122549.64,1,1,56297.85,Stay
640,France,Female,42,176099.13,1,1,8404.73,Stay
624,Germany,Female,48,122388.38,2,0,30020.09,Stay
667,France,Male,42,0,2,0,58137.42,Stay
642,France,Male,26,0,1,0,47472.68,Stay
640,Spain,Female,32,118879.35,2,1,19131.71,Stay
529,Spain,Male,35,0,2,1,187288.5,Stay
563,France,Female,39,0,2,1,17603.81,Stay
593,Spain,Female,38,88736.44,2,1,67020.03,Stay
739,Germany,Male,45,102703.62,1,0,147802.94,Churn
788,Spain,Female,70,0,2,1,41610.62,Stay
684,Spain,Female,38,0,2,1,44255.65,Stay
482,France,Male,55,97318.25,1,0,78416.14,Stay
591,Spain,Male,58,128468.69,1,0,137254.55,Stay
651,Germany,Female,41,133432.59,1,0,151303.48,Stay
749,Germany,Female,40,141782.57,2,0,86333.63,Stay
583,France,Male,24,135125.28,1,0,89801.9,Stay
661,Spain,Male,42,178820.91,1,0,29358.57,Churn
715,France,Female,31,112212.14,2,1,181600.72,Stay
769,Germany,Female,45,126674.81,1,1,124118.71,Churn
625,France,Female,51,136294.97,1,1,38867.46,Churn
641,France,Female,36,66392.64,1,1,31106.67,Stay
716,Germany,Male,27,122552.34,2,1,67611.36,Stay
767,France,Male,43,76408.85,2,1,77837.63,Stay
745,Germany,Male,36,145071.24,1,0,6078.46,Stay
589,France,Male,34,0,2,1,177896.92,Stay
796,France,Female,45,109730.22,1,1,123882.73,Stay
664,France,Male,57,0,2,1,15304.08,Stay
445,Spain,Male,62,64119.38,1,1,76569.64,Churn
543,Germany,Female,57,106138.33,2,1,120657.32,Churn
746,Spain,Male,36,0,2,1,16436.56,Stay
742,Germany,Male,33,181656.51,1,1,107667.91,Stay
750,France,Female,32,0,2,1,95611.47,Stay
669,France,Male,30,95128.86,1,0,19799.26,Stay
594,Spain,Female,49,126615.94,2,0,123214.74,Stay
574,Spain,Male,36,0,2,0,71709.12,Stay
659,Germany,Male,36,76190.48,2,1,149066.14,Stay
750,Germany,Male,40,168286.81,3,1,20451.99,Churn
626,Germany,Male,35,88109.81,1,1,32825.5,Stay
620,France,Male,42,0,2,1,6232.31,Stay
580,France,Female,35,0,2,0,10357.03,Stay
686,France,Female,34,123971.51,2,1,147794.63,Stay
540,France,Male,48,148116.48,1,0,116973.48,Stay
634,Germany,Male,35,116269.01,1,1,129964.94,Stay
632,Spain,Male,38,120599.21,1,1,92816.86,Stay
501,France,Female,41,144260.5,1,1,172114.67,Stay
650,Spain,Female,25,86605.5,3,1,16649.31,Churn
786,France,Male,34,0,2,1,144517.19,Stay
554,Germany,Female,37,58629.97,1,0,182038.6,Stay
701,Spain,Female,42,0,2,0,24210.56,Stay
474,France,Male,45,0,2,0,172175.9,Stay
621,France,Female,43,0,1,1,47578.45,Stay
672,Spain,Female,56,209767.31,2,1,150694.42,Churn
459,Spain,Female,42,129634.25,2,1,177683.02,Churn
669,France,Male,23,0,2,0,66088.83,Stay
776,France,Female,38,169824.46,1,1,169291.7,Stay
694,France,Male,36,97530.25,1,1,117140.41,Stay
787,France,Female,42,145988.65,2,1,79510.37,Stay
580,France,Male,37,0,2,0,77108.66,Stay
711,France,Female,25,0,3,1,9679.28,Stay
673,France,Female,40,137494.28,1,1,81753.92,Stay
499,France,Female,57,0,1,0,131372.38,Churn
591,France,Male,24,147360,1,1,25310.82,Stay
769,France,Female,25,0,2,0,187925.75,Stay
657,Spain,Male,31,125167.02,1,0,98820.39,Stay
738,Germany,Male,43,121152.05,2,1,64166.7,Churn
545,Germany,Female,60,128981.07,1,0,176924.21,Churn
497,France,Male,47,0,1,1,90055.08,Stay
816,Spain,Male,67,151858.98,1,1,72814.31,Stay
525,France,Male,36,114628.4,1,0,168290.06,Stay
725,France,Male,46,0,2,1,161767.38,Stay
692,France,Female,28,95059.02,2,1,44420.18,Stay
618,France,Female,24,128736.39,1,0,37147.61,Stay
546,France,Male,24,156325.38,1,1,125381.02,Stay
635,France,Male,29,105405.97,1,1,149853.89,Stay
611,France,Female,49,88915.37,3,0,161435.02,Churn
650,France,Male,60,0,2,1,102925.76,Stay
606,France,Male,40,0,2,1,70899.27,Stay
844,France,Male,18,160980.03,1,0,145936.28,Stay
450,Spain,Female,46,177619.71,1,1,54227.06,Stay
727,Spain,Male,38,62276.99,1,1,59280.79,Stay
460,Germany,Male,46,127559.97,2,1,126952.5,Stay
649,France,Male,41,0,2,0,130567.02,Stay
758,Germany,Female,47,95523.16,1,1,73294.48,Stay
490,France,Female,35,107749.03,1,1,3937.37,Stay
815,Germany,Male,37,110777.26,2,1,2383.59,Stay
838,Spain,Female,39,166733.92,2,1,14279.44,Stay
803,France,Male,31,157120.86,2,1,141300.53,Stay
664,Germany,Female,36,127160.78,2,1,78140.75,Stay
736,Spain,Female,28,0,2,1,117431.1,Stay
633,France,Female,37,156091.97,1,1,72008.61,Stay
664,France,Male,58,98668.18,1,1,60887.58,Stay
600,France,Female,43,134022.06,1,1,194764.83,Stay
693,France,Female,35,124151.09,1,1,88705.14,Churn
663,Germany,Female,36,77253.5,1,0,35817.97,Churn
742,Germany,Female,21,114292.48,1,1,31520.4,Stay
710,Germany,Male,43,140080.32,3,1,157908.19,Churn
710,Spain,Female,27,135277.96,1,1,142200.15,Stay
700,France,Female,82,0,2,0,182055.36,Stay
720,Germany,Male,60,115920.62,2,0,157552.08,Churn
684,Spain,Male,41,119782.72,2,0,120284.67,Stay
531,France,Female,63,114715.71,1,0,24506.95,Churn
742,Germany,Female,36,129748.54,2,0,47271.61,Churn
717,France,Male,31,129722.57,1,0,41176.6,Stay
589,France,Male,32,0,2,0,9468.64,Stay
767,France,Male,36,139180.2,1,0,123880.19,Stay
636,Germany,Male,49,113599.74,2,1,158887.09,Churn
648,France,Male,33,134944,1,1,117036.38,Stay
622,Germany,Female,58,116922.25,1,1,120415.61,Churn
692,Spain,Male,28,118945.09,1,0,16064.25,Churn
754,France,Male,28,0,2,1,52615.62,Stay
679,Spain,Female,35,119182.73,1,0,121210.09,Stay
639,France,Male,27,0,2,1,192247.35,Stay
774,France,Female,28,71264.02,2,0,68759.57,Stay
517,France,Male,41,0,2,0,75937.47,Stay
571,France,Female,35,0,2,0,84569.13,Stay
747,Germany,Male,58,116313.57,1,1,190696.35,Churn
792,Spain,Male,36,92140.15,1,0,67468.67,Stay
688,France,Male,26,0,2,1,104435.94,Stay
714,Germany,Male,42,177640.09,1,0,47166.55,Stay
562,Spain,Female,35,0,2,1,119899.52,Stay
704,Spain,Male,48,167997.6,1,1,173498.45,Stay
698,France,Male,36,82275.35,2,1,93249.26,Stay
611,France,Male,49,0,2,1,142917.54,Stay
850,Germany,Female,48,111962.99,1,1,111755.8,Stay
743,Germany,Female,34,131736.88,1,1,108543.21,Stay
654,France,Male,29,0,1,1,180345.44,Stay
761,Germany,Male,36,108239.11,2,0,99444.02,Stay
702,France,Female,46,98444.19,1,0,109563.28,Stay
488,Germany,Male,32,114540.38,1,1,92568.07,Stay
683,France,Female,35,187530.66,2,1,37976.36,Stay
601,Germany,Female,42,133636.16,1,0,103315.74,Stay
605,France,Male,52,0,2,1,173952.5,Stay
671,Germany,Female,44,84745.03,2,0,34673.98,Stay
614,Germany,Female,31,120599.38,2,1,46163.44,Stay
511,Spain,Female,29,0,2,0,140676.98,Stay
850,France,Male,39,127771.35,2,0,151738.54,Stay
790,Spain,Female,46,0,1,0,14679.81,Churn
793,France,Female,33,0,1,0,175544.02,Stay
628,France,Male,69,0,2,1,181964.6,Stay
598,Germany,Male,53,167772.96,1,1,136886.86,Stay
657,France,Female,37,95845.6,1,1,122218.23,Stay
618,France,Female,35,0,2,1,180439.75,Stay
681,Spain,Male,65,134714.7,2,0,190419.81,Stay
516,Spain,Female,33,0,2,1,58685.59,Stay
421,Germany,Male,28,122384.22,3,1,89017.38,Churn
700,France,Female,26,0,2,0,50051.42,Stay
745,France,Male,25,157993.15,2,1,146041.45,Stay
696,France,Male,29,0,2,1,191166.09,Stay
580,Germany,Female,42,123331.36,1,0,103516.08,Churn
497,Spain,Male,27,75263.16,1,1,164825.04,Stay
720,France,Female,43,137824.03,2,1,172557.77,Stay
659,Germany,Male,36,132578.92,2,1,84320.94,Stay
841,France,Female,36,156021.31,1,0,122662.98,Stay
642,Spain,Male,34,0,1,1,72085.1,Stay
732,Spain,Female,69,137453.43,1,0,110932.24,Churn
600,Spain,Male,36,0,2,1,143635.36,Stay
464,Germany,Male,33,164284.72,2,1,3710.34,Stay
680,France,Female,47,0,2,1,179843.33,Stay
758,Spain,Male,56,0,2,1,10643.38,Stay
630,Germany,Female,31,112373.49,2,1,131167.98,Stay
577,France,Female,39,0,2,1,10553.31,Stay
684,France,Female,34,0,2,1,130928.22,Stay
708,Spain,Female,41,0,1,0,157003.99,Stay
732,Germany,Female,29,154333.82,1,1,138527.56,Stay
634,Germany,Male,37,111432.77,2,1,167032.49,Stay
633,France,Female,30,0,2,0,41642.29,Stay
559,France,Male,34,137390.11,2,1,9677,Stay
694,Spain,Female,37,0,2,1,147012.22,Stay
686,Germany,Female,56,111642.08,1,1,80553.87,Stay
553,Spain,Female,48,0,1,0,30730.95,Churn
507,France,Male,36,83543.37,1,0,140134.43,Stay
732,Germany,Male,50,145338.76,1,0,91936.1,Churn
818,France,Female,31,186796.37,1,0,178252.63,Stay
660,Germany,Male,35,58641.43,1,0,198674.08,Stay
773,Spain,Female,41,0,1,1,28266.9,Churn
640,France,Male,44,137148.68,1,1,92381.01,Stay
505,France,Male,49,80001.23,1,0,135180.11,Stay
714,Germany,Male,21,86402.52,2,0,27330.59,Stay
468,France,Female,42,0,2,1,125305.34,Stay
611,Spain,Male,51,122874.74,1,1,149648.45,Stay
705,France,Male,25,97544.29,1,0,59887.15,Stay
646,Germany,Male,46,170826.55,2,1,45041.32,Stay
667,Germany,Female,48,97133.92,2,0,113316.77,Churn
511,Germany,Female,41,153895.65,1,1,39087.42,Stay
653,France,Female,43,0,2,1,7330.59,Stay
675,France,Female,57,0,2,0,95463.29,Stay
523,Spain,Male,32,0,2,1,167848.02,Stay
567,Germany,Female,49,134956.02,1,1,93953.84,Churn
741,Spain,Male,39,143637.58,2,0,174227.66,Stay
456,Spain,Male,32,147506.25,1,1,135399.21,Stay
598,France,Male,64,0,2,1,195635.3,Churn
667,France,Male,43,190227.46,1,1,97508.04,Churn
548,France,Female,32,172448.77,1,1,188083.77,Churn
725,France,Male,41,113980.21,1,1,116704.25,Stay
717,France,Male,53,0,2,0,97614.87,Stay
594,France,Male,38,0,2,0,186884.04,Stay
678,Germany,Female,25,76968.12,2,0,131501.72,Stay
545,France,Male,38,88293.13,2,1,24302.95,Stay
636,France,Female,48,170833.46,1,1,110510.28,Churn
603,Germany,Male,44,108122.39,2,1,108488.33,Churn
435,France,Male,36,0,1,1,197015.2,Stay
535,France,Female,40,0,1,1,27689.77,Stay
629,Germany,Female,45,129818.39,3,1,9217.55,Churn
722,France,Female,35,163943.89,2,1,15068.18,Stay
561,France,Male,28,0,2,1,7797.01,Stay
645,France,Female,38,101430.3,2,0,4400.32,Stay
501,France,Female,39,117301.66,1,0,182025.95,Stay
502,Germany,Female,32,173340.83,1,0,122763.95,Stay
652,Spain,Female,42,0,2,1,38152.01,Stay
574,France,Female,33,134348.57,1,1,63163.99,Stay
518,France,Female,45,105525.65,2,1,73418.29,Stay
749,France,Female,60,0,1,1,17978.68,Churn
679,France,Female,43,0,3,1,115136.51,Churn
565,France,Male,36,106192.1,1,1,149575.59,Stay
643,France,Female,45,45144.43,1,1,60917.24,Churn
515,France,Male,65,92113.61,1,1,142548.33,Stay
521,France,Male,25,0,2,1,157878.67,Stay
739,Spain,Male,38,128366.44,1,1,12796.43,Stay
585,France,Male,42,0,2,1,18657.77,Stay
733,Germany,Male,74,106545.53,1,1,134589.58,Stay
542,France,Female,43,145618.37,1,0,10350.74,Stay
788,Spain,Male,37,141541.25,1,0,66013.27,Stay
435,Germany,Male,32,57017.06,2,1,5907.11,Stay
577,France,Male,42,0,1,1,74077.91,Stay
703,France,Female,51,0,3,1,77294.56,Churn
728,Germany,Female,35,125884.95,2,1,54359.02,Churn
728,Germany,Male,32,61825.5,1,1,156124.93,Stay
718,France,Male,35,0,2,1,94820.85,Stay
621,France,Female,40,0,1,1,155155.25,Stay
523,France,Female,40,102967.41,1,1,128702.1,Churn
657,Germany,Male,25,171770.55,1,1,22745.5,Stay
727,Germany,Male,40,93051.64,2,1,71865.31,Churn
643,France,Male,36,161064.64,2,0,84294.82,Stay
645,France,Female,48,90612.34,1,1,149139.13,Stay
568,France,Male,28,145105.64,2,1,185489.11,Stay
599,France,Male,58,0,1,0,176407.15,Churn
672,France,Female,45,0,1,1,92027.69,Churn
685,France,Male,33,174912.72,1,1,43932.54,Stay
516,France,Female,46,104947.72,1,1,115789.25,Churn
685,Spain,Male,31,135213.71,1,1,125777.28,Stay
806,Spain,Male,25,0,2,1,18461.9,Stay
604,France,Male,36,116229.85,2,1,79633.38,Stay
648,Spain,Female,53,111201.41,1,1,121542.29,Stay
545,Spain,Female,32,0,1,1,94739.2,Stay
756,Germany,Male,27,131899,1,1,93302.29,Stay
569,France,Male,35,124525.52,1,1,193793.78,Stay
596,France,Male,47,0,1,1,74835.65,Stay
475,France,Male,39,0,1,1,56999.9,Churn
646,France,Female,45,47134.75,1,1,57236.44,Stay
784,Spain,Male,35,0,2,0,81483.64,Stay
552,Spain,Male,45,0,2,1,26752.56,Stay
729,France,Male,44,0,2,0,9200.54,Stay
609,Spain,Male,61,0,1,1,22447.85,Churn
555,France,Male,51,0,3,1,189122.89,Churn
572,Germany,Female,19,138657.08,1,1,16161.82,Stay
785,France,Female,34,70302.48,1,1,68600.36,Stay
714,Germany,Female,36,101609.01,2,1,447.73,Stay
738,Spain,Male,35,0,1,1,15650.73,Stay
639,Germany,Male,38,130170.82,1,1,149599.62,Stay
520,Germany,Male,61,133802.29,2,1,90304.01,Stay
764,France,Female,24,106234.02,1,0,115676.38,Stay
661,Spain,Male,39,132628.98,1,0,38812.67,Stay
564,Germany,Male,41,103522.75,2,1,34338.21,Stay
708,Germany,Female,42,192390.52,2,1,823.36,Stay
512,Spain,Male,36,0,1,0,135482.26,Churn
592,Spain,Male,37,0,3,1,10656.89,Stay
619,France,Female,38,0,2,0,116467.35,Stay
775,France,Male,52,109922.61,1,1,96823.32,Churn
850,Germany,Female,44,128605.32,1,0,171096.2,Stay
577,France,Female,37,0,1,1,79881.39,Stay
724,France,Female,37,68598.56,1,1,157862.82,Stay
710,Spain,Male,35,106518.52,1,1,127951.81,Stay
696,France,Female,31,0,2,0,191074.11,Stay
376,France,Female,46,0,1,1,157333.69,Churn
675,Germany,Female,29,121326.42,1,1,133457.52,Stay
745,France,Male,36,67226.37,1,1,130789.6,Stay
697,Spain,Female,25,82931.85,2,1,128373.88,Stay
599,Spain,Female,39,0,1,1,194273.2,Churn
715,France,Female,38,118590.41,1,1,5684.17,Churn
659,France,Male,67,145981.87,1,1,131043.2,Stay
684,France,Female,48,73309.38,1,0,21228.34,Churn
635,France,Female,48,130796.33,2,1,43250.3,Stay
789,Germany,Male,33,151607.56,1,1,4389.4,Stay
571,Germany,Female,66,111577.01,1,0,189271.9,Stay
694,Spain,Male,39,107042.74,1,1,102284.2,Stay
665,Spain,Female,42,156371.61,2,0,156774.94,Churn
706,France,Female,44,129605.99,1,0,69865.49,Stay
807,Spain,Female,43,0,2,0,85523.24,Stay
771,Spain,Female,67,0,2,1,51219.8,Stay
531,Spain,Male,27,132576.25,1,0,7222.92,Stay
629,France,Female,37,129101.3,1,1,23971.33,Stay
850,Germany,Female,31,108822.4,1,1,132173.31,Stay
685,Spain,Male,35,137948.51,1,1,113639.64,Stay
642,Spain,Male,32,100433.8,1,1,39768.59,Stay
529,Spain,Male,63,96134.11,3,1,108732.96,Churn
683,Germany,Female,43,115888.04,1,1,117349.19,Churn
663,France,Female,42,124626.07,1,1,78004.5,Stay
563,France,Female,34,139810.34,1,1,152417.79,Stay
637,Spain,Female,34,0,2,0,26057.08,Stay
544,France,Male,37,84496.71,1,0,79972.09,Stay
